indicator,iso3,year,value,source,downloaded_at,is_estimate,n_countries
EG.FEC.RNEW.ZS,ARG,2022,11.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BOL,2010,18.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BOL,2011,18.4,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BOL,2012,18.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BOL,2013,18.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BOL,2014,18.0,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BOL,2015,17.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BOL,2016,17.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BOL,2017,17.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BOL,2018,17.4,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BOL,2019,17.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BOL,2020,17.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BOL,2021,17.0,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BOL,2022,16.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BRA,2010,46.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BRA,2011,47.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BRA,2012,47.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BRA,2013,47.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BRA,2014,47.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BRA,2015,48.0,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BRA,2016,48.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BRA,2017,48.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BRA,2018,48.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BRA,2019,48.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BRA,2020,49.0,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BRA,2021,49.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,BRA,2022,49.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CHL,2010,27.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CHL,2011,27.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CHL,2012,28.4,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CHL,2013,29.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CHL,2014,29.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CHL,2015,30.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CHL,2016,31.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CHL,2017,31.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CHL,2018,32.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CHL,2019,32.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CHL,2020,33.4,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CHL,2021,34.0,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CHL,2022,34.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,COL,2010,27.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,COL,2011,28.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,COL,2012,28.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,COL,2013,28.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,COL,2014,29.0,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,COL,2015,29.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,COL,2016,29.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,COL,2017,29.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,COL,2018,30.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,COL,2019,30.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,COL,2020,30.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,COL,2021,31.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,COL,2022,31.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CRI,2010,41.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CRI,2011,41.0,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CRI,2012,40.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CRI,2013,40.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CRI,2014,40.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CRI,2015,40.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CRI,2016,40.0,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CRI,2017,39.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CRI,2018,39.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CRI,2019,39.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CRI,2020,39.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CRI,2021,39.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CRI,2022,38.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CUB,2010,19.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CUB,2011,19.4,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CUB,2012,19.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CUB,2013,20.0,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CUB,2014,20.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CUB,2015,20.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CUB,2016,20.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CUB,2017,21.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CUB,2018,21.4,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CUB,2019,21.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CUB,2020,21.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CUB,2021,22.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,CUB,2022,22.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,DOM,2010,16.4,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,DOM,2011,16.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,DOM,2012,16.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,DOM,2013,16.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,DOM,2014,16.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,DOM,2015,17.0,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,DOM,2016,17.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,DOM,2017,17.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,DOM,2018,17.4,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,DOM,2019,17.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,DOM,2020,17.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,DOM,2021,17.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,DOM,2022,17.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,ECU,2010,12.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,ECU,2011,13.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,ECU,2012,13.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,ECU,2013,14.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,ECU,2014,14.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,ECU,2015,15.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,ECU,2016,15.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,ECU,2017,15.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,ECU,2018,16.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,ECU,2019,16.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,ECU,2020,17.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,ECU,2021,17.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,ECU,2022,18.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,GTM,2010,64.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,GTM,2011,64.0,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,GTM,2012,63.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,GTM,2013,63.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,GTM,2014,63.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,GTM,2015,63.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,GTM,2016,62.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,GTM,2017,62.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,GTM,2018,62.4,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,GTM,2019,62.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,GTM,2020,61.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,GTM,2021,61.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,GTM,2022,61.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HND,2010,51.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HND,2011,51.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HND,2012,51.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HND,2013,51.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HND,2014,50.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HND,2015,50.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HND,2016,50.4,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HND,2017,50.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HND,2018,49.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HND,2019,49.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HND,2020,49.4,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HND,2021,49.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HND,2022,48.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HTI,2010,78.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HTI,2011,78.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HTI,2012,77.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HTI,2013,77.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HTI,2014,77.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HTI,2015,76.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HTI,2016,76.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HTI,2017,76.0,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HTI,2018,75.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HTI,2019,75.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HTI,2020,74.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HTI,2021,74.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,HTI,2022,74.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,LATAM_AVG,2010,34.0,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
EG.FEC.RNEW.ZS,LATAM_AVG,2011,34.2,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
EG.FEC.RNEW.ZS,LATAM_AVG,2012,34.3,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
EG.FEC.RNEW.ZS,LATAM_AVG,2013,34.4,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
EG.FEC.RNEW.ZS,LATAM_AVG,2014,34.5,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
EG.FEC.RNEW.ZS,LATAM_AVG,2015,34.6,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
EG.FEC.RNEW.ZS,LATAM_AVG,2016,34.7,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
EG.FEC.RNEW.ZS,LATAM_AVG,2017,34.8,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
EG.FEC.RNEW.ZS,LATAM_AVG,2018,34.9,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
EG.FEC.RNEW.ZS,LATAM_AVG,2019,35.0,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
EG.FEC.RNEW.ZS,LATAM_AVG,2020,35.2,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
EG.FEC.RNEW.ZS,LATAM_AVG,2021,35.3,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
EG.FEC.RNEW.ZS,LATAM_AVG,2022,35.4,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
EG.FEC.RNEW.ZS,LCN,2010,29.4,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,LCN,2011,29.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,LCN,2012,30.0,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,LCN,2013,30.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,LCN,2014,30.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,LCN,2015,30.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,LCN,2016,31.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,LCN,2017,31.4,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,LCN,2018,31.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,LCN,2019,31.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,LCN,2020,32.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,LCN,2021,32.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,LCN,2022,32.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,MEX,2010,9.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,MEX,2011,9.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,MEX,2012,9.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,MEX,2013,10.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,MEX,2014,10.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,MEX,2015,10.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,MEX,2016,11.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,MEX,2017,11.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,MEX,2018,11.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,MEX,2019,12.0,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,MEX,2020,12.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,MEX,2021,12.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,MEX,2022,12.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,NIC,2010,48.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,NIC,2011,48.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,NIC,2012,48.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,NIC,2013,48.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,NIC,2014,49.0,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,NIC,2015,49.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,NIC,2016,49.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,NIC,2017,49.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,NIC,2018,49.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,NIC,2019,49.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,NIC,2020,50.0,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,NIC,2021,50.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,NIC,2022,50.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,OED,2010,11.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,OED,2011,11.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,OED,2012,12.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,OED,2013,12.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,OED,2014,13.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,OED,2015,13.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,OED,2016,14.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,OED,2017,14.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,OED,2018,15.0,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,OED,2019,15.4,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,OED,2020,15.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,OED,2021,16.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,OED,2022,16.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PAN,2010,21.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PAN,2011,22.0,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PAN,2012,22.4,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PAN,2013,22.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PAN,2014,23.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PAN,2015,23.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PAN,2016,23.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PAN,2017,24.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PAN,2018,24.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PAN,2019,25.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PAN,2020,25.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PAN,2021,25.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PAN,2022,26.4,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PER,2010,29.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PER,2011,29.4,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PER,2012,29.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PER,2013,29.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PER,2014,29.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PER,2015,29.0,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PER,2016,28.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PER,2017,28.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PER,2018,28.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PER,2019,28.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PER,2020,28.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PER,2021,28.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PER,2022,28.4,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PRY,2010,62.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PRY,2011,62.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PRY,2012,62.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PRY,2013,62.0,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PRY,2014,61.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PRY,2015,61.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PRY,2016,61.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PRY,2017,61.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PRY,2018,61.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PRY,2019,60.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PRY,2020,60.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PRY,2021,60.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,PRY,2022,60.4,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,SLV,2010,31.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,SLV,2011,30.9,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,SLV,2012,30.6,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,SLV,2013,30.3,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,SLV,2014,30.0,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,SLV,2015,29.7,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,SLV,2016,29.4,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,SLV,2017,29.1,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,SLV,2018,28.8,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,SLV,2019,28.5,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,SLV,2020,28.2,World Bank API v2,2026-09-24T17:30:00Z,False,
EG.FEC.RNEW.ZS,SLV,2021,27.9,World Bank API v2,2026-09-24T17:30:00Z,False,
